"S.No","Watershed code","Watershed Name"," Village Name","Length ","Design depth of flow","Bed width","Side Slopes","WettedPerimeter","Wetted area","Canal seepage factor"," No.of operating days of canal",," Recharge from canal (ha.m)",,"Annual Recharge",,,,,,,,,,,,,
433,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Atikivanipalem",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Thandava East","Thandava ","04_F_16-1_05-011","EG-MHG-ThE- Kotananduru",4,"East Godavari",6,"Tuni",4045060060104,6,"Atikivanipalem"
434,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Nandivompu",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Thandava East","Thandava ","04_F_16-1_05-011","EG-MHG-ThE- Kotananduru",4,"East Godavari",6,"Tuni",4045060100108,10,"Nandivompu"
435,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Kothakonda",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Thandava East","Thandava ","04_F_16-1_05-011","EG-MHG-ThE- Kotananduru",4,"East Godavari",6,"Tuni",4045060050100,5,"Kothakonda"
436,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Maruvada",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Thandava East","Thandava ","04_F_16-1_05-011","EG-MHG-ThE- Kotananduru",4,"East Godavari",6,"Tuni",4045060110109,11,"Maruvada"
437,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Rekavanipalem",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Thandava East","Thandava ","04_F_16-1_05-011","EG-MHG-ThE- Kotananduru",4,"East Godavari",6,"Tuni",4045060120109,12,"Rekavanipalem"
438,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Eleswaram",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",11,"Eleswaram",4044110070106,7,"Eleswaram"
439,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Ramanayyapeta",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",11,"Eleswaram",4044110040103,4,"Ramanayyapeta"
440,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Lakshmipuram",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",11,"Eleswaram",4044110050104,5,"Lakshmipuram"
441,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Bhadravaram",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",11,"Eleswaram",4044110100110,10,"Bhadravaram"
442,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Yerravaram",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",11,"Eleswaram",4044110120112,12,"Yerravaram"
443,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Peddanapalli",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",11,"Eleswaram",4044110130113,13,"Peddanapalli"
444,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Peravaram",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",11,"Eleswaram",4044110090109,9,"Peravaram"
445,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Tirumali",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",11,"Eleswaram",4044110080108,8,"Tirumali"
446,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Lingamparthi",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",11,"Eleswaram",4044110060105,6,"Lingamparthi"
447,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Siripuram",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",11,"Eleswaram",4044110110111,11,"Siripuram"
448,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Jagapathinagaram",4200,0.9,2.5,45,4.0273506474,0.0169148727,15,120,0,30.4467708941,0,30.4467708941,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",19,"Kirlampudi",4044190060106,6,"Jagapathinagaram"
449,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Chillangi",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",19,"Kirlampudi",4044190070106,7,"Chillangi"
450,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Ramakrishnapuram",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",19,"Kirlampudi",4044190150117,15,"Ramakrishnapuram"
451,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Geddanapalli",3100,0.9,2.5,45,4.0273506474,0.012484787,15,120,0,22.4726166123,0,22.4726166123,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",19,"Kirlampudi",4042190040104,4,"Geddanapalli"
452,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Bhupalapatnam",0,0,0,45,0,0,15,120,0,0,0,0,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",19,"Kirlampudi",4042190080107,8,"Bhupalapatnam"
453,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","S.Timmapuram",3100,0.9,2.5,45,4.0273506474,0.012484787,15,120,0,22.4726166123,0,22.4726166123,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",19,"Kirlampudi",4042190090108,9,"S.Timmapuram"
454,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","S.R.Palem",3600,0.9,2.5,45,4.0273506474,0.0144984623,15,120,0,26.0972321949,0,26.0972321949,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",19,"Kirlampudi",4042190030103,3,"S.R.Palem"
455,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Velanka",5200,0.9,2.5,45,4.0273506474,0.0209422234,15,120,0,37.6960020593,0,37.6960020593,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",19,"Kirlampudi",4044190050105,5,"Velanka"
456,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Kirlampudi",3900,0.9,2.5,45,4.0273506474,0.0157066675,15,120,0,28.2720015445,0,28.2720015445,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",19,"Kirlampudi",4044190160106,16,"Kirlampudi"
457,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Gokiwada",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",21,"Pitapuram",4046210090102,9,"Gokiwada"
458,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Raparti",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",21,"Pitapuram",4046210070109,7,"Raparti"
459,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","J.R.Puram",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",21,"Pitapuram",4046210020102,2,"J.R.Puram"
460,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","B.Kotturu",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",21,"Pitapuram",4046210010101,1,"B.Kotturu"
461,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Bhogapuram",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",21,"Pitapuram",4046210060107,6,"Bhogapuram"
462,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Isukapalli",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",22,"U.Kothapalli",4047220010101,1,"Isukapalli"
463,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Nagulapalli",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",22,"U.Kothapalli",4047220020102,2,"Nagulapalli"
464,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Kothurupadu",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",3,"Addateegala",4038030890120,95,"Kothurupadu"
465,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Puligogulapadu",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",3,"Addateegala",4038030940120,94,"Puligogulapadu"
466,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Kothurupadu",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",3,"Addateegala",4038030950120,89,"Kothurupadu"
467,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Sarampedapadu",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",3,"Addateegala",4038030950120,96,"Sarampedapadu"
468,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Kimmuru",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",3,"Addateegala",4038030970121,97,"Kimmuru"
469,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Gontuvanipalem",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",3,"Addateegala",4038030980122,98,"Gontuvanipalem"
470,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Forest",,,,,,,,,,,,,,"Between Mahanadhi and Godavari","Yeleru East","Yeleru ","04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi",4,"East Godavari",3,"Addateegala",0,0,"Forest"
471,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Diguvasivada",2750,0.45,1.5,45,2.2636753237,0.0062251071,3,120,0,2.2410385704,0,2.2410385704,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",60,"Rowtulapudi",4044050060103,6,"Diguvasivada"
472,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Surampeta",2800,2.4,18,45,22.0729350596,0.0618042182,3,120,0,22.2495185401,0,22.2495185401,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",60,"Rowtulapudi",4044050070102,7,"Surampeta"
473,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","K.E.Ch.Palem",133,1.77,6.1,45,9.1037896065,0.001210804,3,120,0,0.4358894464,0,0.4358894464,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",5,"Kotananduru",4045050080104,8,"K.E.Ch.Palem"
474,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","L.D.Peta",552,1.61,6.1,45,8.8322606025,0.0048754079,15,120,0,8.7757341346,0,8.7757341346,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",5,"Kotananduru",4045050090105,9,"L.D.Peta"
475,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Kotananduru",8780,1.92,13,45,16.2583480477,0.1427482959,3,120,0,51.3893865092,0,51.3893865092,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",5,"Kotananduru",4045050110107,11,"Kotananduru"
476,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","K.Mallavaram",8000,2.78,24.38,45,29.0978164441,0.2327825316,3,120,0,83.8017113589,0,83.8017113589,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",5,"Kotananduru",4045050190116,19,"K.Mallavaram"
477,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Arthamoor",2500,2.4,18,45,22.0729350596,0.0551823376,3,120,0,19.8656415537,0,19.8656415537,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",5,"Kotananduru",4045050200100,20,"Arthamoor"
478,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","K.Agraharam",225,1.8,6.1,45,9.1547012947,0.0020598078,15,120,0,3.7076540244,0,3.7076540244,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",5,"Kotananduru",4045050210117,21,"K.Agraharam"
479,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Kottam",2250,1.46,5.4,45,7.8777021613,0.0177248299,15,120,0,31.9046937532,0,31.9046937532,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",5,"Kotananduru",4045050220119,22,"Kottam"
480,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Venkatanagaram",365,1.77,6.1,45,9.1037896065,0.0033228832,3,120,0,1.1962379543,0,1.1962379543,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",60,"Rowtulapudi",4044050230120,23,"Venkatanagaram"
481,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","R.Venkatapuram",990,1.77,6.1,45,9.1037896065,0.0090127517,3,120,0,3.2445906157,0,3.2445906157,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",60,"Rowtulapudi",4044050240103,24,"R.Venkatapuram"
482,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Yoguvsivada  ",1735,0.4,1.2,45,1.8788225099,0.0032597571,15,120,0,5.8675626985,0,5.8675626985,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",60,"Rowtulapudi",4044050250100,25,"Yoguvsivada  "
483,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Y.Dharapalli",2220,0.45,1.5,45,2.2636753237,0.0050253592,15,120,0,9.0456465934,0,9.0456465934,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",60,"Rowtulapudi",4044050300100,30,"Y.Dharapalli"
484,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Gangavaram",5000,0.45,2.5,45,3.2636753237,0.0163183766,15,120,0,29.3730779131,0,29.3730779131,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",60,"Rowtulapudi",4044050310121,31,"Gangavaram"
485,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Rajavaram",8500,0.9,2.5,45,4.0273506474,0.0342324805,15,120,0,61.6184649047,0,61.6184649047,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",60,"Rowtulapudi",4044050320120,32,"Rajavaram"
486,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","R.K.Puram",5500,0.75,2.5,45,3.7727922061,0.0207503571,15,120,0,37.3506428407,0,37.3506428407,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",60,"Rowtulapudi",4044050330122,33,"R.K.Puram"
487,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Dharakonda",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",5,"Kotananduru",4044050440100,44,"Dharakonda"
488,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Diguava Dharapalli",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",60,"Rowtulapudi",4044050470122,47,"Diguava Dharapalli"
489,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Allipudi",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",5,"Kotananduru",4045050100106,10,"Allipudi"
490,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Kolimeru",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",6,"Tuni",4045060090108,9,"Kolimeru"
491,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","N.Suravaram",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",6,"Tuni",4045060080106,8,"N.Suravaram"
492,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Talluru",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",6,"Tuni",4045060130111,13,"Talluru"
493,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Kavalapadu",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",6,"Tuni",4045060180114,18,"Kavalapadu"
494,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Kothuru",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",6,"Tuni",4045060150113,15,"Kothuru"
495,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Chepuru",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",6,"Tuni",4045060220119,22,"Chepuru"
496,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Chamavaram",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",6,"Tuni",4045060200116,20,"Chamavaram"
497,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Valluru",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",6,"Tuni",4045060190115,19,"Valluru"
498,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","S.Annavaram",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",6,"Tuni",4045060160114,16,"S.Annavaram"
499,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","N.N.Patnam",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",6,"Tuni",4044060140112,14,"N.N.Patnam"
500,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Tuni",,,,,,,,,,,,,,"Between Mahanadi and Godavari","Thandava West","Thandava","04_F_16-2_06-017","EG-MHG-ThW-Tuni",4,"East Godavari",6,"Tuni",4045060170199,17,"Tuni"
501,"04_E_34_33-002","EG-G-LGD- Anparthi","Mahendrawada",5970,2.4,6.7,45,10.7729350596,0.0643144223,15,120,150,115.7659601508,144.7074501885,260.4734103394,,"Godavari","Lower Godavari Delta","Lower Godavari Delta","04_E_34_33-002","EG-G-LGD- Anparthi",4,"East Godavari",33,"Anaparthi",4050330040106,4,"Mahendrawada"
502,"04_E_34_33-002","EG-G-LGD- Anparthi","Polamuru",6000,3,5.5,45,10.5911688245,0.0635470129,15,120,150,114.3846233051,142.9807791313,257.3654024364,,"Godavari","Lower Godavari Delta","Lower Godavari Delta","04_E_34_33-002","EG-G-LGD- Anparthi",4,"East Godavari",33,"Anaparthi",4050330050107,5,"Polamuru"
503,"04_E_34_33-002","EG-G-LGD- Anparthi","Ramavaram",3800,3,5,45,10.0911688245,0.0383464415,15,120,150,69.0235947599,86.2794934498,155.3030882097,,"Godavari","Lower Godavari Delta","Lower Godavari Delta","04_E_34_33-002","EG-G-LGD- Anparthi",4,"East Godavari",33,"Anaparthi",4050330060108,6,"Ramavaram"
504,"04_E_34_33-002","EG-G-LGD- Anparthi","Kutukuluru",,,,,,,,,,,,,,"Godavari","Lower Godavari Delta","Lower Godavari Delta","04_E_34_33-002","EG-G-LGD- Anparthi",4,"East Godavari",33,"Anaparthi",4050330070109,7,"Kutukuluru"
505,"04_E_34_33-002","EG-G-LGD- Anparthi","Pedaparti",,,,,,,,,,,,,,"Godavari","Lower Godavari Delta","Lower Godavari Delta","04_E_34_33-002","EG-G-LGD- Anparthi",4,"East Godavari",33,"Anaparthi",4050330080110,8,"Pedaparti"
506,"04_E_34_33-002","EG-G-LGD- Anparthi","Pulagurta",,,,,,,,,,,,,,"Godavari","Lower Godavari Delta","Lower Godavari Delta","04_E_34_33-002","EG-G-LGD- Anparthi",4,"East Godavari",33,"Anaparthi",4050330090111,9,"Pulagurta"
507,"04_E_34_34-005","EG-G-LGD- Biccavole","Biccavolu",4234,2.2,3.96,45,7.0625843987,0.0299029823,18,120,180,64.590441863,96.8856627946,161.4761046576,,"Godavari ","Lower Godavari Delta","Lower Godavari Delta","04_E_34_34-005","EG-G-LGD- Biccavole",4,"East Godavari",34,"Biccavole",4050340050103,5,"Biccavolu"
508,"04_E_34_34-005","EG-G-LGD- Biccavole","Ulapalli",2600,1.1,3.41,45,4.9612921993,0.0128993597,18,120,180,27.8626169915,41.7939254872,69.6565424787,,"Godavari ","Lower Godavari Delta","Lower Godavari Delta","04_E_34_34-005","EG-G-LGD- Biccavole",4,"East Godavari",34,"Biccavole",4050340110109,11,"Ulapalli"
509,"04_E_34_34-005","EG-G-LGD- Biccavole","Pandalapaka",3500,0.91,3.41,45,4.6933417285,0.016426696,18,120,180,35.4816634678,53.2224952017,88.7041586695,,"Godavari ","Lower Godavari Delta","Lower Godavari Delta","04_E_34_34-005","EG-G-LGD- Biccavole",4,"East Godavari",34,"Biccavole",4050340100108,10,"Pandalapaka"
510,"04_E_34_34-005","EG-G-LGD- Biccavole","Tossipudi",,,,,,,,,,,,,,"Godavari ","Lower Godavari Delta","Lower Godavari Delta","04_E_34_34-005","EG-G-LGD- Biccavole",4,"East Godavari",34,"Biccavole",4050340090107,9,"Tossipudi"
511,"04_E_34_34-005","EG-G-LGD- Biccavole","Komaripalem",,,,,,,,,,,,,,"Godavari ","Lower Godavari Delta","Lower Godavari Delta","04_E_34_34-005","EG-G-LGD- Biccavole",4,"East Godavari",34,"Biccavole",4050340080106,8,"Komaripalem"
512,"04_E_34_34-005","EG-G-LGD- Biccavole","Konkuduru",,,,,,,,,,,,,,"Godavari ","Lower Godavari Delta","Lower Godavari Delta","04_E_34_34-005","EG-G-LGD- Biccavole",4,"East Godavari",34,"Biccavole",4050340120110,12,"Konkuduru"
513,"04_E_34_34-005","EG-G-LGD- Biccavole","Molluru",,,,,,,,,,,,,,"Godavari ","Lower Godavari Delta","Lower Godavari Delta","04_E_34_34-005","EG-G-LGD- Biccavole",4,"East Godavari",34,"Biccavole",4050340140112,14,"Molluru"
514,"04_E_34_34-005","EG-G-LGD- Biccavole","Arikirevula",,,,,,,,,,,,,,"Godavari ","Lower Godavari Delta","Lower Godavari Delta","04_E_34_34-005","EG-G-LGD- Biccavole",4,"East Godavari",34,"Biccavole",4050340130111,13,"Arikirevula"
515,"04_E_34_31-002","EG-G-LGD- Kadiam","Damireddypalli",3000,3.2,50.9,45,56.3305800795,0.1689917402,15,120,150,304.1851324294,380.2314155367,684.4165479661,,"Godavari","Lower Godavari Delta","Lower Godavari Delta","04_E_34_31-002","EG-G-LGD- Kadiam",4,"East Godavari",31,"Kadiam",4041310040107,4,"Damireddypalli"
516,"04_E_34_31-002","EG-G-LGD- Kadiam","Veeravaram",3500,3.2,30.8,45,36.2305800795,0.1268070303,15,120,150,228.2526545009,285.3158181262,513.5684726271,,"Godavari","Lower Godavari Delta","Lower Godavari Delta","04_E_34_31-002","EG-G-LGD- Kadiam",4,"East Godavari",31,"Kadiam",4041310050108,5,"Veeravaram"
517,"04_E_34_31-002","EG-G-LGD- Kadiam","Muramanda",,,,,,,,,,,,,,"Godavari","Lower Godavari Delta","Lower Godavari Delta","04_E_34_31-002","EG-G-LGD- Kadiam",4,"East Godavari",31,"Kadiam",4041310060110,6,"Muramanda"
518,"04_E_34_31-002","EG-G-LGD- Kadiam","Dulla",,,,,,,,,,,,,,"Godavari","Lower Godavari Delta","Lower Godavari Delta","04_E_34_31-002","EG-G-LGD- Kadiam",4,"East Godavari",31,"Kadiam",4041310070111,7,"Dulla"
